index,name,geometry
1123,Madison Avenue,"LINESTRING (-8233319.382124575 4979598.071181624, -8233314.038789016 4979607.7000092985, -8233271.54813938 4979684.466361264, -8233267.596297457 4979691.610866692)"
1124,East 83rd Street,"LINESTRING (-8233215.8216022905 4979785.07794388, -8233228.857114661 4979792.472436272, -8233384.5596864335 4979879.0898495605, -8233393.554301291 4979884.264573387)"
1125,Madison Avenue,"LINESTRING (-8233215.8216022905 4979785.07794388, -8233211.146183675 4979793.560294472, -8233168.755721582 4979870.416312937, -8233164.347469746 4979878.737027583)"
1126,East 85th Street,"LINESTRING (-8233112.839941357 4979971.103316697, -8233125.196404836 4979978.174526514, -8233280.008420682 4980064.867092997, -8233290.7173556965 4980070.674067043)"
1127,Madison Avenue,"LINESTRING (-8233112.839941357 4979971.103316697, -8233107.59679334 4979980.747213267, -8233064.605205996 4980057.442991967, -8233056.1003968995 4980072.114785189)"
1128,East 87th Street,"LINESTRING (-8233001.253283785 4980171.201420781, -8233014.611622682 4980178.640309666, -8233170.781736316 4980265.466969392, -8233180.49992786 4980270.7301070085)"
1129,Madison Avenue,"LINESTRING (-8233001.253283785 4980171.201420781, -8232996.711448561 4980179.5958985705, -8232956.024174676 4980255.469956035, -8232951.126117081 4980264.187939172)"
1130,East 91st Street,"LINESTRING (-8232797.805782411 4980541.432683427, -8232810.362620972 4980548.489604342, -8232885.002339551 4980590.301965394, -8232897.82634489 4980597.505941604, -8232962.625420481 4980633.746433161, -8232965.965005204 4980635.598891922, -8232976.29545395 4980641.24448269)"
1131,Madison Avenue,"LINESTRING (-8232797.805782411 4980541.432683427, -8232793.597905659 4980549.06297939, -8232751.953284153 4980624.557654824, -8232747.789935198 4980632.085101398)"
1132,East 92nd Street,"LINESTRING (-8232747.789935198 4980632.085101398, -8232736.301763749 4980625.675009809, -8232591.196807499 4980544.711210634, -8232579.575052659 4980538.242368772)"
1133,Madison Avenue,"LINESTRING (-8232747.789935198 4980632.085101398, -8232743.203572178 4980640.318252731, -8232700.690658644 4980716.636955621, -8232696.338066553 4980724.752560733)"
1134,Madison Avenue,"LINESTRING (-8232696.338066553 4980724.752560733, -8232691.195106078 4980733.809113534, -8232649.717463811 4980809.305217417, -8232645.609774599 4980816.788699435)"
1135,East 93rd Street,"LINESTRING (-8232696.338066553 4980724.752560733, -8232708.650002235 4980731.177419565, -8232864.163330874 4980818.729406908, -8232874.72755055 4980824.698555034)"
1136,5th Avenue,"LINESTRING (-8235002.8667838415 4976976.413738991, -8235007.7648414355 4976967.169614812, -8235049.108900316 4976892.364543816, -8235053.183193679 4976884.76649694)"
1137,East 52nd Street,"LINESTRING (-8235002.8667838415 4976976.413738991, -8234988.684680714 4976969.168343623, -8234836.188110277 4976882.5914285155, -8234834.952463928 4976881.871304617, -8234823.987494085 4976875.640030652)"
1138,10th Avenue,"LINESTRING (-8236624.29082699 4977879.587743638, -8236620.494832354 4977886.7456268, -8236597.329246321 4977930.516122956, -8236579.673975079 4977962.528383007, -8236576.467973745 4977968.290013038)"
1139,West 52nd Street,"LINESTRING (-8236624.29082699 4977879.587743638, -8236612.958502828 4977873.238250028, -8236324.752341164 4977712.694439361, -8236309.067424912 4977704.478453375)"
1140,West 52nd Street,"LINESTRING (-8237192.810598421 4978194.2896925295, -8237169.878783317 4978181.604998647)"
1141,12th Avenue,"LINESTRING (-8237192.810598421 4978194.2896925295, -8237195.716037131 4978188.954181971, -8237199.634483207 4978182.016552767, -8237244.418314353 4978101.308181902)"
1142,5th Avenue,"LINESTRING (-8233709.812974635 4979311.37167474, -8233713.430858084 4979304.8301495835, -8233742.86373145 4979251.616107744, -8233756.990174832 4979226.067590681, -8233761.95502412 4979217.100635635)"
1143,East 77th Street,"LINESTRING (-8233343.816752803 4979108.086640643, -8233363.709545809 4979119.287860734)"
1144,Park Avenue,"LINESTRING (-8233343.816752803 4979108.086640643, -8233339.174730037 4979116.509604159, -8233297.095962518 4979192.61060036, -8233293.099592798 4979199.578347242)"
1145,East 77th Street,"LINESTRING (-8233173.308688755 4979013.009085069, -8233185.275534016 4979019.623912874, -8233331.961227033 4979101.368854704, -8233343.816752803 4979108.086640643)"
1146,Lexington Avenue,"LINESTRING (-8233173.308688755 4979013.009085069, -8233178.173350503 4979003.880630058, -8233201.060637811 4978962.324953155, -8233221.053618357 4978926.414052536, -8233225.228099261 4978918.932019049)"
1147,East 77th Street,"LINESTRING (-8232995.553725856 4978913.684309396, -8233010.336954233 4978922.004208922, -8233162.221267472 4979006.908747844, -8233173.308688755 4979013.009085069)"
1148,3rd Avenue,"LINESTRING (-8232995.553725856 4978913.684309396, -8232991.501696391 4978920.989945174, -8232948.766143878 4978998.206586637, -8232944.836565851 4979005.306491229)"
1149,East 40th Street,"LINESTRING (-8235618.91997784 4975860.3481694115, -8235605.238812421 4975852.692145662, -8235450.638303608 4975766.183902603, -8235440.352382658 4975760.423571167)"
1150,5th Avenue,"LINESTRING (-8235618.91997784 4975860.3481694115, -8235624.296709245 4975850.53200185, -8235663.7594687315 4975778.689123605, -8235669.258651577 4975768.72609077)"
1151,West 40th Street,"LINESTRING (-8237242.180792588 4976762.831144928, -8237227.375300313 4976754.424907003, -8237210.220966781 4976744.666625894, -8237064.737524263 4976662.809139579)"
1152,10th Avenue,"LINESTRING (-8237242.180792588 4976762.831144928, -8237237.31613084 4976771.648884793, -8237196.896023734 4976844.88052188, -8237190.417229369 4976856.62291251)"
1153,,"LINESTRING (-8237372.714027492 4976836.312553645, -8237379.560176176 4976829.037869531, -8237384.213330892 4976824.966988057, -8237389.445346959 4976821.204730876, -8237395.656974545 4976817.413082527, -8237401.15615739 4976814.797139949, -8237408.347396494 4976812.710264911, -8237417.186164064 4976811.446383064, -8237426.102855276 4976811.946057264, -8237433.8952196315 4976813.004190947, -8237440.808160012 4976814.591391686, -8237475.896063508 4976826.862813516)"
1154,West 40th Street,"LINESTRING (-8237372.714027492 4976836.312553645, -8237361.392835278 4976829.684507899, -8237342.924931756 4976818.662268836, -8237330.490544636 4976811.755005361, -8237279.261314971 4976783.361794885, -8237257.487222573 4976771.237390087, -8237242.180792588 4976762.831144928)"
1155,West 33rd Street,"LINESTRING (-8237601.620296411 4976112.192080101, -8237616.49258038 4976120.494898627, -8237736.6731026415 4976187.035263726, -8237755.808923108 4976197.5865381565, -8237761.141126717 4976200.540309225)"
1156,10th Avenue,"LINESTRING (-8237601.620296411 4976112.192080101, -8237596.633183221 4976121.22966167, -8237571.653089489 4976166.46178089, -8237554.676867142 4976197.998008701, -8237547.530155835 4976211.0034258645)"
1157,East 42nd Street,"LINESTRING (-8234977.00726613 4975747.53631135, -8234988.172611057 4975753.781560564, -8235062.0219612485 4975795.132558428, -8235103.032061657 4975817.512720169, -8235145.634030784 4975840.539506078, -8235158.881050188 4975847.681200545, -8235169.601117152 4975853.118296538, -8235228.667238966 4975886.475681431, -8235236.904881285 4975891.075188811, -8235245.053468011 4975895.63061359, -8235264.523246951 4975906.72528605, -8235301.024907983 4975929.179178263, -8235322.7990003815 4975941.493573, -8235333.652650733 4975948.238576218)"
1158,Lexington Avenue,"LINESTRING (-8234920.935638617 4975848.107351202, -8234926.0340712955 4975838.908379062, -8234968.758491862 4975762.377968952, -8234977.00726613 4975747.53631135)"
1159,East 44th Street,"LINESTRING (-8234870.686020475 4975939.142374715, -8234859.72105063 4975933.043956802, -8234708.081640271 4975848.651060689, -8234693.565578671 4975840.598285434)"
1160,Lexington Avenue,"LINESTRING (-8234870.686020475 4975939.142374715, -8234875.350307138 4975930.707455525, -8234915.681358652 4975857.600229296, -8234920.935638617 4975848.107351202)"
1161,Lexington Avenue,"LINESTRING (-8234718.456616815 4976214.162936603, -8234722.297139247 4976207.344272844, -8234764.554017952 4976131.531045325, -8234769.184908767 4976123.22821742)"
1162,East 47th Street,"LINESTRING (-8234718.456616815 4976214.162936603, -8234729.889128518 4976220.731783127, -8234763.184788214 4976239.835836156, -8234875.595210018 4976304.02572795, -8234889.042604504 4976311.682105375)"
1163,East 48th Street,"LINESTRING (-8234666.937956474 4976305.142588775, -8234656.741091117 4976299.646459106, -8234583.292491092 4976260.071477679, -8234505.413375333 4976216.92567241, -8234490.140341196 4976208.431731831)"
1164,Lexington Avenue,"LINESTRING (-8234666.937956474 4976305.142588775, -8234670.722819162 4976298.470816798, -8234713.035357612 4976223.700256609, -8234718.456616815 4976214.162936603)"
1165,East 50th Street,"LINESTRING (-8234565.6706157 4976491.2486545965, -8234554.761305602 4976485.193979482, -8234533.154192438 4976473.275685786, -8234439.890723052 4976421.781770157, -8234403.066235498 4976401.295967089, -8234388.17168763 4976393.022301268)"
1166,Lexington Avenue,"LINESTRING (-8234565.6706157 4976491.2486545965, -8234570.156791179 4976483.136566461, -8234611.801412685 4976407.732678203, -8234616.654942483 4976398.959353829)"
1167,Lexington Avenue,"LINESTRING (-8234463.379135611 4976676.329538865, -8234466.629664741 4976670.686239496, -8234468.611151678 4976667.247355541, -8234510.790106739 4976591.048463972, -8234515.053643235 4976583.333083785)"
1168,East 52nd Street,"LINESTRING (-8234463.379135611 4976676.329538865, -8234452.146998988 4976670.950769081, -8234450.054192562 4976669.95143513, -8234370.88377071 4976625.539961904, -8234300.229289903 4976586.478018975, -8234285.468325424 4976579.071257343)"
1169,East 54th Street,"LINESTRING (-8234362.067267039 4976859.297651773, -8234350.80173457 4976853.09578493, -8234198.371955829 4976769.165220592, -8234184.768714053 4976761.670143107)"
1170,Lexington Avenue,"LINESTRING (-8234362.067267039 4976859.297651773, -8234367.076644124 4976850.215298352, -8234407.240716403 4976777.48329371, -8234413.140649415 4976767.048962836)"
1171,East 58th Street,"LINESTRING (-8234151.139095883 4977242.571844973, -8234139.506209095 4977236.399128681, -8234101.423811295 4977215.588285353, -8234053.378319069 4977189.662974749, -8233987.22114569 4977152.362393465, -8233972.961118919 4977144.044001144)"
1172,Lexington Avenue,"LINESTRING (-8234151.139095883 4977242.571844973, -8234156.6271467805 4977232.798379311, -8234198.2940321835 4977157.035980952, -8234206.19771603 4977142.647805247)"
1173,East 59th Street,"LINESTRING (-8234100.978533332 4977333.70804586, -8234087.631326387 4977327.0355714075, -8234070.321145568 4977317.364900664, -8234004.7984932875 4977280.886864061, -8233936.025311874 4977242.792299198, -8233923.023195351 4977235.443827699)"
1174,Lexington Avenue,"LINESTRING (-8234100.978533332 4977333.70804586, -8234105.308861524 4977324.93388987, -8234129.398399331 4977281.621714381, -8234146.686316253 4977250.713957667, -8234151.139095883 4977242.571844973)"
1175,East 60th Street,"LINESTRING (-8234048.825351896 4977428.24015598, -8234059.857113433 4977434.251323892, -8234207.121667804 4977514.189920744, -8234220.246235768 4977521.553299305)"
1176,Lexington Avenue,"LINESTRING (-8234048.825351896 4977428.24015598, -8234054.780944654 4977417.908010485, -8234075.3639185 4977381.503084214, -8234096.436698107 4977342.893728497, -8234100.978533332 4977333.70804586)"
1177,East 62nd Street,"LINESTRING (-8233948.370643403 4977610.267014995, -8233937.350013817 4977604.094066353, -8233785.955506337 4977519.216418082, -8233769.981159409 4977510.265727252)"
1178,Lexington Avenue,"LINESTRING (-8233948.370643403 4977610.267014995, -8233953.068325915 4977601.771862871, -8233994.802003014 4977526.359339801, -8233999.18799095 4977518.0406289995)"
1179,East 65th Street,"LINESTRING (-8233795.417663053 4977887.598106047, -8233784.34137372 4977881.6307528755, -8233632.423664634 4977795.663057189, -8233617.373269478 4977786.109504621)"
1180,Lexington Avenue,"LINESTRING (-8233795.417663053 4977887.598106047, -8233800.705338866 4977877.60352644, -8233841.826758766 4977802.512225242, -8233846.4353856845 4977794.105092594)"
1181,East 66th Street,"LINESTRING (-8233744.822954487 4977978.064214612, -8233756.27773009 4977984.604851202, -8233902.562672942 4978066.0030725375, -8233915.5647894675 4978073.205186901)"
1182,Lexington Avenue,"LINESTRING (-8233744.822954487 4977978.064214612, -8233749.6876162365 4977969.377668069, -8233791.287709946 4977894.814786797, -8233795.417663053 4977887.598106047)"
1183,East 69th Street,"LINESTRING (-8233592.649210574 4978253.641932137, -8233602.823812032 4978259.3302414995, -8233698.213483692 4978312.391891512, -8233750.299873436 4978341.362792166, -8233763.468969195 4978348.712095697)"
1184,Lexington Avenue,"LINESTRING (-8233592.649210574 4978253.641932137, -8233596.589920548 4978246.2045093905, -8233615.469706187 4978212.177637623, -8233639.180757726 4978169.405366537, -8233643.332974733 4978161.821024614)"
1185,East 76th Street,"LINESTRING (-8233225.228099261 4978918.932019049, -8233062.568059314 4978828.486594211, -8233046.29314976 4978819.4318082705)"
1186,Lexington Avenue,"LINESTRING (-8233225.228099261 4978918.932019049, -8233230.070497111 4978909.84775034, -8233272.282848021 4978834.131140346, -8233277.136377819 4978825.429133085)"
1187,Lexington Avenue,"LINESTRING (-8233066.620088778 4979205.781704136, -8233074.167550256 4979192.228403418, -8233098.802553568 4979147.59966328, -8233117.559887766 4979113.216856648, -8233122.435681462 4979104.749796722)"
1188,East 79th Street,"LINESTRING (-8233066.620088778 4979205.781704136, -8233054.38607674 4979199.019751318, -8233040.604723781 4979191.375810293, -8232995.909948228 4979166.4154445315, -8232956.424924843 4979144.380404336, -8232904.394194845 4979115.245424181, -8232888.074757496 4979106.102173856)"
1189,East 79th Street,"LINESTRING (-8233066.620088778 4979205.781704136, -8233078.854100819 4979212.4995618975, -8233101.374033805 4979224.832796382, -8233131.062941999 4979241.326133109, -8233183.082540047 4979270.667289402, -8233224.3041474875 4979293.555216511, -8233237.272868166 4979300.949336731)"
1190,East 81st Street,"LINESTRING (-8232960.109599988 4979398.91093304, -8232972.154368892 4979405.673024264, -8233117.626679461 4979487.185992311, -8233130.395025055 4979494.345053746)"
1191,Lexington Avenue,"LINESTRING (-8232960.109599988 4979398.91093304, -8232964.940865889 4979390.076120909, -8233006.440772056 4979314.429288002, -8233007.119820951 4979313.194482531, -8233011.349961601 4979305.462251823)"
1192,East 83rd Street,"LINESTRING (-8232856.905300073 4979586.075586687, -8232867.7923462745 4979592.058681829, -8233014.789733866 4979673.499702609, -8233027.368836325 4979680.467792607)"
1193,Lexington Avenue,"LINESTRING (-8232856.905300073 4979586.075586687, -8232862.037128599 4979576.681987704, -8232880.516164071 4979542.532876923, -8232903.592694512 4979500.886705847, -8232908.368300667 4979492.242905799)"
1194,East 85th Street,"LINESTRING (-8232753.56741677 4979772.141270859, -8232765.200303559 4979778.712510581, -8232911.95278827 4979859.126025955, -8232924.687738018 4979866.064846616)"
1195,Lexington Avenue,"LINESTRING (-8232753.56741677 4979772.141270859, -8232758.276231232 4979763.776544813, -8232800.73348502 4979687.538791971, -8232805.375507785 4979679.203539622)"
1196,East 87th Street,"LINESTRING (-8232643.42791258 4979971.367935684, -8232654.582125557 4979977.6011849865, -8232801.011783748 4980059.427652086, -8232813.757865443 4980066.704742638)"
1197,Lexington Avenue,"LINESTRING (-8232643.42791258 4979971.367935684, -8232648.025407549 4979963.252956705, -8232667.261415558 4979928.55855741, -8232690.627376676 4979886.719627978, -8232697.863143578 4979873.2388867205)"
